id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2015,Berlin-Mitte Value! Quiet courtyard/very central,2217,Ian,Mitte,Brunnenstr. Süd,52.53453732241747,13.402556926822387,Entire home/apt,60,6,120,2018-12-20,3.56,5,251
2695,Prenzlauer Berg close to Mauerpark,2986,Michael,Pankow,Prenzlauer Berg Nordwest,52.54851279221664,13.404552826587466,Private room,17,7,6,2018-10-01,0.92,1,20
3176,Fabulous Flat in great Location,3718,Britta,Pankow,Prenzlauer Berg Südwest,52.534996191586714,13.417578665333295,Entire home/apt,90,62,144,2018-10-29,1.24,1,205
3309,BerlinSpot Schöneberg near KaDeWe,4108,Jana,Tempelhof - Schöneberg,Schöneberg-Nord,52.498854933130026,13.34906453348717,Private room,26,5,26,2018-12-23,0.39,1,331
7071,BrightRoom with sunny greenview!,17391,Bright,Pankow,Helmholtzplatz,52.5431572633131,13.415091104515707,Private room,42,2,206,2019-01-12,1.80,1,29
9991,Geourgeous flat - outstanding views,33852,Philipp,Pankow,Prenzlauer Berg Südwest,52.533030768026826,13.416046823956403,Entire home/apt,180,6,6,2018-07-23,0.14,1,34
14325,Apartment in Prenzlauer Berg,55531,Chris + Oliver,Pankow,Prenzlauer Berg Nordwest,52.547846407992154,13.405562243722455,Entire home/apt,70,90,23,2018-11-01,0.22,3,198
16401,APARTMENT TO RENT,59666,Melanie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51051399601544,13.457850238106195,Private room,120,30,0,,,1,365
16644,In the Heart of Berlin - Kreuzberg,64696,Rene,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50479227385915,13.435101853886051,Entire home/apt,90,60,48,2017-12-14,0.46,2,228
17409,Downtown Above The Roofs In Berlin,67590,Wolfram,Pankow,Prenzlauer Berg Südwest,52.52907092467378,13.412843393984936,Private room,45,3,287,2019-01-09,2.85,1,9
17904,Beautiful Kreuzberg studio/WiFi (reg. pend.),68997,Matthias,Neukölln,Reuterstraße,52.495476326623894,13.421821277536653,Entire home/apt,49,5,226,2018-12-09,2.08,1,241
20858,Designer Loft in Berlin Mitte,71331,Marc,Pankow,Prenzlauer Berg Südwest,52.53695243192395,13.407615032621537,Entire home/apt,129,3,57,2018-11-04,0.74,1,160
21869,Studio in the Heart of Kreuzberg,64696,Rene,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50273333406941,13.434619857852763,Entire home/apt,70,60,60,2016-06-05,0.59,2,198
22677,Prenzel garden with leafy terrace (quiet Guests),87357,Ramfis,Mitte,Brunnenstr. Süd,52.53434836322021,13.405576517191426,Entire home/apt,160,3,230,2019-01-08,2.28,1,222
23834,Apartment in the heart of Berlin,94918,Tanja,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489714426323665,13.379747575408963,Entire home/apt,65,60,97,2018-12-07,0.93,1,209
24569,Sunny & Wheelchair accessible,99662,Dominik,Pankow,Prenzlauer Berg Südwest,52.53079085230837,13.41808443901994,Entire home/apt,90,3,18,2018-08-25,0.18,2,14
25653,Sunny & stylish 150 sqm apartment,99662,Dominik,Pankow,Prenzlauer Berg Süd,52.530258736282434,13.419466962263806,Entire home/apt,90,4,5,2016-08-14,0.05,2,84
26543,Helmholtzplatz Bright&Spacious Apt.,112675,Terri,Pankow,Helmholtzplatz,52.54406239119687,13.421376521988277,Entire home/apt,197,3,165,2018-12-29,1.61,1,328
28156,Beautiful apartment in Prenzlauer Berg,55531,Chris + Oliver,Pankow,Prenzlauer Berg Nordwest,52.54671936814942,13.405117021304424,Entire home/apt,70,90,29,2018-10-31,0.29,3,260
28711,Silent Studio-apt in Kreuzkölln,84157,Emanuela,Neukölln,Reuterstraße,52.48610614913479,13.43481698170685,Entire home/apt,60,2,1,2013-08-13,0.02,11,365
29279,Quiet 2 rooms next Helmholtzplatz,54283,Marine,Pankow,Helmholtzplatz,52.54178764990126,13.42388315889975,Entire home/apt,130,60,70,2018-12-29,0.69,3,167
30295,PEACEFUL FLAT WITH VINTAGE TOUCH IN PRENZLAUERBERG,485838,Michele,Pankow,Helmholtzplatz,52.54596726018988,13.422358872353616,Entire home/apt,100,4,247,2019-01-07,2.43,4,278
31440,"Nice Room in Prenzlauerberg,",135046,Thomas,Pankow,Helmholtzplatz,52.5430892935274,13.42245309399176,Private room,37,1,29,2018-12-08,0.30,1,357
33043,Central Bright Bellevue Free Parking WIFI 4G,143180,Claudio&Irina,Mitte,Moabit Ost,52.521417975814856,13.357082298389068,Entire home/apt,62,3,153,2019-01-05,1.49,1,325
36480,ChimaysaberlinB&B Single Bedroom,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.519676583782385,13.302088764141637,Private room,40,1,34,2019-01-02,1.50,2,329
37004,WONDERFUL ROOM for longer stays Berlin Central,159734,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.49338924131891,13.364813135044637,Private room,30,10,22,2018-11-26,0.21,1,300
37836,Weekend in Berlin Party Center - II,272316,Desiree,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49847237312909,13.440131897810144,Private room,39,1,162,2018-11-11,1.57,2,180
38074,3 months min stay in the heart of Prenzlauer Berg!,163384,Alan & Kasia,Pankow,Prenzlauer Berg Süd,52.53680114276391,13.42546637252866,Entire home/apt,80,84,102,2018-07-21,1.01,9,290
38296,nice apartment to rent in Neukölln in September!,164310,Oliver,Neukölln,Schillerpromenade,52.485862608293196,13.423619080920695,Entire home/apt,80,10,6,2012-07-27,0.06,1,365
40600,room-artist loft berlin kreuzberg ,174970,Judith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48844228331082,13.420599819323225,Private room,50,3,50,2016-09-26,0.61,2,0
41217,Beautiful room in Prenzlauer Berg,179110,Bn,Pankow,Prenzlauer Berg Südwest,52.5364078673576,13.41231044897961,Private room,43,2,70,2017-10-08,0.68,1,0
41299,beautiful private apartment / Mitte,179838,Maria,Mitte,Brunnenstr. Süd,52.53242648907007,13.391446775011486,Entire home/apt,50,60,2,2012-08-08,0.02,1,267
41306,"Schöner Altbau, 6 min zum Alexanderpatz.",179872,Sebastian,Pankow,Prenzlauer Berg Süd,52.530280175668814,13.423478477243012,Private room,40,1,1,2014-09-26,0.02,1,0
42742,Spacious 35m2 in Central Apartment,272316,Desiree,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4966675178124,13.440339722231823,Private room,36,1,26,2019-01-03,0.32,2,285
42809,The Berlin Artist Apartment.,186851,Tina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51175980499,13.455361679724279,Entire home/apt,119,4,114,2019-01-09,1.18,1,285
43123,Lux Berlin 1 - boutique & design,188116,Lena,Pankow,Prenzlauer Berg Südwest,52.53946252929092,13.408834096612916,Entire home/apt,98,5,65,2018-10-31,0.64,2,239
44083,Riverside View Apartment,193038,Michaela,Treptow - Köpenick,Alt  Treptow,52.490400696232065,13.44084589638462,Private room,42,3,11,2018-10-01,0.11,1,52
44423,Lovely accommodation in Berlin,194957,Robert,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50888446540405,13.456360976343932,Private room,56,2,104,2018-12-18,1.03,1,1
46161,Design-Room in Mitte/PrenzlauerBerg,201936,Giorgio,Pankow,Prenzlauer Berg Südwest,52.53254194634929,13.409825660460802,Private room,50,4,151,2018-03-11,1.59,1,0
46172,Chic Loft By Kastanienallee,206338,Heike,Mitte,Brunnenstr. Süd,52.538089761750115,13.405364899112747,Entire home/apt,48,60,38,2018-08-29,0.46,2,305
47938,Lovely 2 BR flat in Prenzlauer Berg,218479,Laura,Pankow,Prenzlauer Berg Südwest,52.53219075931284,13.419875245322093,Entire home/apt,160,3,35,2018-09-29,0.35,1,29
48955,Cozy studio in the heart of Berlin,211722,Anne,Pankow,Prenzlauer Berg Südwest,52.53626706277856,13.420812783549412,Entire home/apt,70,4,0,,,1,198
52734,"LUMINOUS, LOFT LIKE APT IN F'HAIN",112446,Boris,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511208807057926,13.457278071959971,Entire home/apt,88,9,5,2016-10-21,0.07,1,45
54952,Riverfront Panorama,258697,Trent,Mitte,Alexanderplatz,52.52359308009272,13.387406366668039,Private room,55,4,158,2018-12-31,1.58,1,11
55298,Couch in Livingroom available,261030,Edna,Tempelhof - Schöneberg,Schöneberg-Nord,52.498379301039115,13.34181568690064,Shared room,88,2,0,,,1,365
55455,Panorama Apartment Berlin Centre,261953,Clara,Mitte,Alexanderplatz,52.521145362296046,13.40608326685905,Entire home/apt,90,2,1,2011-01-26,0.01,1,136
55853,Hauptstadt-Domizil,264072,Britta,Charlottenburg-Wilm.,Neue Kantstraße,52.50340301169887,13.292025527066214,Entire home/apt,55,60,12,2018-11-06,0.17,1,229
56960,2 room apt in Prenzlauer Berg ,246930,Didi,Pankow,Prenzlauer Berg Süd,52.53170301767854,13.432564636424301,Entire home/apt,48,30,54,2019-01-03,0.88,1,140
57049,130 sqm with a view on Mauer Park,54283,Marine,Pankow,Prenzlauer Berg Nordwest,52.547867835067684,13.40416737243234,Entire home/apt,200,3,81,2018-10-16,0.82,3,59
57209,Top apartment in Mitte-Arkonaplatz,272286,Vilius,Mitte,Brunnenstr. Süd,52.536830962731266,13.398966507950535,Entire home/apt,80,3,168,2019-01-03,1.72,1,223
57792,Bungalow mit Garten in Berlin Zehlendorf,275784,Jo,Steglitz - Zehlendorf,Ostpreußendamm,52.42530982912259,13.328061611379399,Entire home/apt,49,2,3,2017-02-12,0.03,1,45
58041,Apt. in a historic ambience+Wifi from,145808,Veronika,Mitte,Alexanderplatz,52.527709101108194,13.39090247014701,Entire home/apt,55,90,73,2018-11-16,0.87,1,199
58780,light quiet beautiful 4 room flat,281614,Katja,Pankow,Prenzlauer Berg Süd,52.53420466657788,13.426711669188906,Entire home/apt,130,5,33,2019-01-03,0.37,2,0
59249,Lux Berlin 2 - luxury & design,188116,Lena,Pankow,Prenzlauer Berg Südwest,52.54088868001604,13.409448814157397,Entire home/apt,98,5,82,2018-12-17,0.90,2,180
60161,House at the water,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3782796904114,13.652751149230712,Entire home/apt,120,2,7,2018-11-04,0.13,4,90
62613,Super Apartment in Berlin/Kreuzberg,227954,Guidi,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49728567982012,13.422967303058918,Entire home/apt,100,5,19,2016-10-03,0.19,1,86
63052,"Beautiful, quiet, clean & central.",307513,Shoshik,Neukölln,Neuköllner Mitte/Zentrum,52.46892121357074,13.434541014208675,Private room,37,5,100,2019-01-04,1.29,2,363
63468,Ferienwohnung Kreuzberg,309364,Kreuzberger,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50359828363869,13.432059921311799,Entire home/apt,52,2,93,2018-12-17,1.18,4,298
64245,Room in great area Prenzlauer Berg,312373,Christian,Pankow,Prenzlauer Berg Nordwest,52.54649888653129,13.406329471467505,Private room,44,3,46,2018-10-28,0.50,2,142
64590,Great apt. directly on the canal!,315681,Mirjam,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494970325600654,13.423991494661834,Entire home/apt,102,2,34,2018-05-31,0.38,1,0
68142,Cute sunny room in Friedrichshain,337021,Dayna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5248935337621,13.453857347885648,Private room,29,2,71,2018-12-31,0.89,1,109
68448,Spacious & quiet apt near Mauerpark,163384,Alan & Kasia,Pankow,Prenzlauer Berg Nord,52.549798103307225,13.415959608867745,Entire home/apt,84,3,230,2018-12-31,2.48,9,332
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.50780325949872,13.318707261044278,Entire home/apt,80,3,39,2018-12-10,0.56,2,316
73302,Penthouse-Loft  Berlin-Schöneberg,382638,Hardy & Nad,Tempelhof - Schöneberg,Schöneberg-Nord,52.501054343895426,13.350320889902523,Entire home/apt,69,3,207,2019-01-06,2.16,1,248
74614,City apartment in Prenzlauer Berg,393047,Fatena,Pankow,Prenzlauer Berg Südwest,52.5376951267311,13.408535523373189,Entire home/apt,185,5,59,2018-10-14,0.74,1,337
77303,Stunning loft with huge terrace,414097,Sam,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5106933693951,13.452887411036016,Entire home/apt,95,2,12,2017-05-22,0.21,2,16
80843,Berlin City Studio Apt.,437628,Oliver,Charlottenburg-Wilm.,Schmargendorf,52.48086412777901,13.28998185775034,Entire home/apt,49,2,71,2018-12-09,0.75,1,27
81049,Lux.2BR Apart.Berlin Mitte -Licensed!,249501,Elfie And  Paul,Mitte,Regierungsviertel,52.52183917807321,13.390672160465307,Entire home/apt,155,4,41,2019-01-02,0.44,1,252
81081,Beautiful Prenzlauer Berg Apt,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.549680962010505,13.415277910466589,Entire home/apt,66,3,241,2018-12-24,2.56,1,50
82893,Apartment 2 Mitte,451311,Ruth,Mitte,Brunnenstr. Süd,52.531999624503065,13.382847513861474,Entire home/apt,70,3,78,2019-01-07,0.85,3,257
83183,Garden Apartment-Prenzlauer Berg,453109,Angela L.,Pankow,Prenzlauer Berg Süd,52.5367732257693,13.42446883280099,Entire home/apt,53,2,208,2018-12-31,2.30,2,230
83614,"Spacious & Elegant Flat, 2 bathrooms, full kitchen",456085,Louis,Pankow,Helmholtzplatz,52.54621993958731,13.417857494605345,Entire home/apt,68,1,265,2018-10-30,2.80,2,293
85560,Apartment 1 in Berlin,451311,Ruth,Mitte,Brunnenstr. Süd,52.53181501425351,13.382298973709077,Entire home/apt,75,3,52,2019-01-04,1.15,3,306
86514,"Sunny room, Kreuzberg",464827,Hayley,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49820825407495,13.441778788008365,Entire home/apt,80,2,44,2017-06-23,0.47,1,289
87549,Independent room in green Kreuzberg,81113,Carol,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496155560021876,13.373974369710004,Private room,43,2,171,2019-01-02,1.82,1,348
89102,Bright loft in the Kastanienallee,485838,Michele,Pankow,Prenzlauer Berg Südwest,52.54052905754406,13.409949597839896,Entire home/apt,114,10,57,2018-11-01,0.61,4,180
91290,Gardenside flat for 2-3 guests,382397,Josep,Neukölln,Reuterstraße,52.49003805503347,13.426190641200549,Entire home/apt,60,2,44,2017-10-09,0.47,1,16
102882,STORAGE APARTMENT URBAN,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48878301318277,13.421956318303518,Entire home/apt,506,3,112,2017-04-16,1.21,2,14
106290,GREAT apartment in BERLIN-KREUZBERG,542540,Bart,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49727117967017,13.431767728091799,Entire home/apt,45,90,164,2018-12-29,1.75,1,198
106331,Beautiful flat in Prenzlauer Berg,551159,Lauri,Pankow,Prenzlauer Berg Süd,52.533703148190874,13.436699040185667,Entire home/apt,82,60,91,2018-10-20,0.98,2,319
107968,"Gästeapartment Berlin- Schöneberg

",558933,Frank,Tempelhof - Schöneberg,Schöneberg-Nord,52.49854776932377,13.342940503262401,Entire home/apt,80,3,59,2018-10-03,0.65,1,363
109658,Spacious Studio Apartment in Berlin,565578,Miriam,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52426457023809,13.452067177881746,Entire home/apt,60,3,74,2019-01-03,0.82,1,282
111579,IN THE CENTER OF BERLIN.....,570951,S. Kjel,Mitte,Alexanderplatz,52.52720111795706,13.4095282119564,Entire home/apt,70,4,114,2016-06-05,1.30,2,263
114763,In the heart of Berlin!,582007,Julia,Tempelhof - Schöneberg,Schöneberg-Süd,52.48805003364805,13.353250379710676,Entire home/apt,135,3,55,2018-12-03,0.74,1,107
115576,Bed and Garden,584750,Axel,Pankow,Blankenfelde/Niederschönhausen,52.58150268997834,13.3978581755756,Entire home/apt,69,2,3,2018-06-23,0.05,1,331
116832,Clean & Spacious Kreuzberg Apt,590130,Oliver,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49094420157708,13.396194429695147,Entire home/apt,75,14,3,2015-08-01,0.06,1,363
117649,F43 - your base for Berlin,594164,Ralph&Maria,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50004365663805,13.442648963468386,Entire home/apt,68,60,84,2017-08-15,0.91,1,200
121888,"private, calm but very central",611847,Michel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518177197329855,13.463995796385912,Entire home/apt,125,7,5,2016-07-17,0.05,1,0
127708,Design Jewel in the midst of MITTE!,632174,Stéphanie,Mitte,Alexanderplatz,52.51964880397617,13.410989725180972,Entire home/apt,89,2,459,2018-12-30,5.24,5,262
128827,Gorgeous Home in the City's Heart,632971,Kai & Oana,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5094832168444,13.46119273281486,Entire home/apt,59,2,16,2018-07-09,0.35,1,14
135097,Nähe KaDeWe & Kurfürstendamm,662534,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.50089197267288,13.346918478733341,Entire home/apt,108,1,165,2019-01-10,1.81,1,161
138955,Guest Apartment near Viktoriapark,677988,Pigi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490974763680875,13.376910146481142,Entire home/apt,75,2,191,2016-05-29,2.08,1,0
139769,Mitte Auguststrasse Room Central&Charming,681637,Stefano,Mitte,Alexanderplatz,52.52810573094471,13.391946163496941,Private room,55,2,238,2019-01-11,2.61,1,320
143605,""" Berlin Fuffa's 40m2  apartment """,696492,Gaston & Elena,Neukölln,Schillerpromenade,52.476777774814124,13.424371494296869,Entire home/apt,55,30,56,2018-12-12,0.62,1,242
145249,Private Wing of Penthouse - Terrace,703493,Evelyna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51819219317533,13.461220877937736,Private room,70,3,112,2018-12-13,1.43,1,78
147339,LOVELY APARTMENT - CENTRAL - QUIET,712073,Gerhard,Tempelhof - Schöneberg,Schöneberg-Süd,52.481738775381196,13.35946828632669,Entire home/apt,50,3,155,2019-01-05,1.72,1,197
147946,1-room-flat in Prenzlauer Berg/WIFI,712973,Jan,Pankow,Prenzlauer Berg Nordwest,52.54854936182288,13.408516746844336,Entire home/apt,31,183,39,2017-02-12,0.44,2,167
147953,1-room apartment in Schöneberg/WIFI,712973,Jan,Tempelhof - Schöneberg,Schöneberg-Süd,52.48863509871153,13.360404283925687,Entire home/apt,30,92,35,2018-09-30,0.38,2,331
149849,Cosy room in Mitte/Rosenthaler pl.,722460,George,Mitte,Alexanderplatz,52.529817192179195,13.40259803750833,Private room,40,2,52,2018-12-14,0.58,1,110
151249,"Quiet, Terrasse, cats, baby equiped",728298,Julia,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49677893596029,13.416794504313168,Entire home/apt,81,1,11,2018-11-06,0.27,1,361
153015,Central Artist Appartement Prenzlauer Berg,735823,Marc,Pankow,Helmholtzplatz,52.54714552904224,13.418253805829686,Private room,52,3,130,2019-01-02,1.60,1,332
155048,"Great 76 qm apartment, 2 balconies",745571,Uli,Pankow,Prenzlauer Berg Nord,52.54250548510002,13.437193263101436,Entire home/apt,100,180,4,2011-11-14,0.04,1,222
156010,TWO ROOM APARTMENT ALEXANDERPLATZ ,750165,Angela,Mitte,Alexanderplatz,52.515535120451595,13.424467420462495,Entire home/apt,36,90,96,2018-12-20,1.05,1,14
157839,room in typical berlin-style apt.,671536,Nicole,Mitte,Moabit West,52.53082537497308,13.342213964835418,Private room,29,1,265,2018-12-26,3.04,1,275
158890,Loft Appartment in Berlin Kreuzberg,762526,Stefan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.499034503611085,13.436536845747813,Entire home/apt,100,3,3,2016-06-09,0.07,1,293
159454,"Bright, Charming and Modern Altbau",499725,Prasad,Charlottenburg-Wilm.,Wiesbadener Straße,52.47831221692291,13.311401944589958,Entire home/apt,161,2,50,2019-01-01,0.64,1,277
160517,Nice House in the Near from the Airport Tegel,768932,Sven,Reinickendorf,West 3,52.59656148881527,13.302177471255856,Entire home/apt,65,1,5,2018-11-01,1.07,1,131
163411,Ample parkside apartment Kreuzberg,779213,Jutta,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49737973107708,13.436374924087726,Entire home/apt,90,5,13,2018-12-26,0.15,1,210
166715,Wonderful dream near Friedrichshain,794265,Ole,Lichtenberg,Neu Lichtenberg,52.50273200993324,13.479508553497395,Private room,30,1,58,2019-01-02,0.65,1,57
167189,Colorful & Bright Spot BerlinKrzbrg,796727,Juan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501885442770195,13.438014425329065,Private room,49,3,374,2018-10-13,4.11,1,74
168615,STAYINTOWN - Apartment in Berlin,803717,Dirk,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58055049897068,13.445391219436361,Entire home/apt,49,2,6,2018-10-16,0.08,1,151
169603,Luxury  & silent apartment near park and riverside,808393,Oliver,Lichtenberg,Rummelsburger Bucht,52.49655707634615,13.483793612791464,Entire home/apt,59,1,29,2018-11-13,0.35,3,6
169907,Cozy Berlin nest with great access,809715,Donna,Tempelhof - Schöneberg,Friedenau,52.46981277766224,13.330368455954343,Private room,30,1,13,2017-12-17,0.31,1,14
170582,Room for one Women - Living Community,813767,Lena,Charlottenburg-Wilm.,Wiesbadener Straße,52.46746817520618,13.313736664841388,Private room,23,5,19,2019-01-02,0.98,1,221
170652,2-room apartment. Mauerpark TOP!,814026,Frank,Mitte,Brunnenstr. Nord,52.54529865450747,13.397289357596058,Private room,40,5,5,2018-09-21,0.06,1,362
170974,"Very Sunny, cozy Room with Balcony :)",815530,Onkel,Neukölln,Neuköllner Mitte/Zentrum,52.4793888009748,13.430209628755884,Private room,35,7,49,2019-01-04,0.62,1,89
171746,Lovely oasis in heart of Prenzlberg,819384,Eva-Marion,Pankow,Helmholtzplatz,52.544105902553355,13.41409916284289,Entire home/apt,70,4,88,2018-12-23,1.73,1,333
173153,Beautiful flat 95m² in Berlin Mitte,826546,Wolfgang,Pankow,Prenzlauer Berg Südwest,52.530548509650565,13.407016713355517,Entire home/apt,80,2,33,2017-10-30,0.37,1,14
174391,BERLIN The most central!,833209,Julija,Mitte,Alexanderplatz,52.52885628704049,13.396841414864655,Private room,42,1,1,2016-05-06,0.03,1,0
174547,Berlin City Apartment 1with WiFi,833995,Ilona,Mitte,Alexanderplatz,52.511001773865665,13.415950719937943,Entire home/apt,96,60,31,2016-10-02,0.36,4,0
174560,"2 apartment in Berlin Center, WiFi",833995,Ilona,Mitte,Alexanderplatz,52.51072774657479,13.417906085619384,Entire home/apt,75,60,56,2016-10-01,0.69,4,349
174576,Berlin City Suite 3 mit W-Lan ,833995,Ilona,Mitte,Alexanderplatz,52.50939926752596,13.416228803622197,Entire home/apt,96,60,41,2016-10-02,0.49,4,365
174579,Berlin City Studio 4 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.509054855173844,13.41556268538749,Entire home/apt,76,60,81,2016-09-23,0.95,4,0
175667,"calm, sunny and central apartment ",839532,Christina,Tempelhof - Schöneberg,Schöneberg-Süd,52.49137801093193,13.343314916960827,Entire home/apt,46,60,8,2017-01-11,0.09,2,289
176342,Landmark/Checkpoint Charlie/120m2/2BATH/3BR/NEW,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50363148256159,13.392010420909141,Entire home/apt,296,1,23,2018-12-16,0.38,3,339
176355,Landmark/Checkpoint Charlie/110m2/2BATH/2BR/new,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.501475919528886,13.39110689609045,Entire home/apt,254,1,18,2019-01-02,0.21,3,344
176396,Quiet room direct to metro station,843558,Christine,Reinickendorf,Ost 2,52.57202835593741,13.350790857027247,Private room,20,1,11,2018-10-24,0.43,1,0
176852,Big & sunny apartment in Kreuzberg,845790,Aaike,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49300268275331,13.440889696658786,Entire home/apt,50,3,1,2015-09-23,0.02,1,15
177486,"Comfy bright studio flat, 1-3 Pers.",848965,Joscha,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.478938320034,13.327157621807753,Entire home/apt,59,2,46,2018-12-05,0.56,1,140
178347,Design Apartment Berlin Neukölln,853446,Florian,Neukölln,Reuterstraße,52.488654169282775,13.428955718077146,Entire home/apt,75,2,71,2016-04-17,0.80,1,312
179090,Room with heart in Berlin,857370,Marc E.,Tempelhof - Schöneberg,Tempelhof,52.48444688378896,13.372532604073939,Private room,33,2,21,2018-12-28,0.25,1,13
179102,"registered, legal hughe penthouse for 1-2 families",857327,Alke,Pankow,Pankow Zentrum,52.5686812824015,13.399690953780912,Entire home/apt,170,2,123,2018-12-10,1.44,1,273
180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),864399,Roland & Sam,Charlottenburg-Wilm.,Neue Kantstraße,52.500647569356126,13.301619399504919,Entire home/apt,39,60,18,2018-09-24,0.23,1,201
181160,KINOMUSEUM,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49172695564685,13.421000419836647,Private room,39,2,396,2018-12-28,4.37,2,60
183206,Cosy Studio with balcony in Mitte,98237,Damian,Mitte,Alexanderplatz,52.52735491907917,13.38985627131661,Entire home/apt,64,1,406,2019-01-08,4.53,3,233
183918,furnitured red room with balcony,882529,Ariane,Pankow,Pankow Süd,52.557625006870865,13.412937659067975,Private room,30,15,14,2016-10-09,0.17,1,0
183988,Luxury Ku'damm Studio +  Bikes 4you,882801,Jennifer,Charlottenburg-Wilm.,Neue Kantstraße,52.50102762775477,13.302697494915236,Entire home/apt,100,2,359,2018-12-30,4.20,1,218
183996,"LargeTopFloor,2Terraces,Prenzl'Berg",882841,Johannes,Pankow,Helmholtzplatz,52.54362828315854,13.418535807902389,Entire home/apt,375,3,37,2018-12-30,0.83,2,44
185960,bright and large furnished room,893191,Juliane,Neukölln,Reuterstraße,52.48350793185751,13.435552522915621,Private room,29,7,14,2018-08-09,0.16,1,325
186851,"CasaKaiser, 2 room apartment",898345,Susanne,Tempelhof - Schöneberg,Schöneberg-Nord,52.49283185683647,13.348729563560164,Entire home/apt,32,62,51,2018-08-31,0.63,1,166
186908,Appartement Dressler in Berlin,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.38057986494855,13.65115683520295,Entire home/apt,45,2,2,2014-08-14,0.03,4,89
186999,House on Water,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37886768122416,13.651231409727057,Entire home/apt,120,3,7,2018-03-25,0.13,4,90
187206,cozy room,900521,Angelika-Maria,Mitte,Osloer Straße,52.56334466720359,13.388021573580916,Private room,25,2,233,2018-12-30,2.66,1,329
187326,Cozy Apartment with sun terrace,901252,Almuth,Steglitz - Zehlendorf,Drakestr.,52.444094109047846,13.294342076502476,Entire home/apt,59,3,64,2018-12-08,1.01,1,177
188565,Lovely Sailingboat close to Berlin- Mitte,908562,Anis,Reinickendorf,West 1,52.575025646606406,13.263064943953482,Entire home/apt,86,1,4,2018-09-19,0.15,4,87
188922,Stay in Prenzlauerberg Berlin !,910884,Kristian,Pankow,Prenzlauer Berg Südwest,52.53049238521453,13.414710578048757,Entire home/apt,45,28,14,2014-08-28,0.16,1,0
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.538143284261295,13.455527819831655,Entire home/apt,100,3,68,2018-12-31,0.83,2,340
189596,Mitte Miniloft apartment w. terrace,914711,Jon,Mitte,Brunnenstr. Süd,52.53046410409004,13.398893490862635,Entire home/apt,80,4,79,2016-05-06,0.88,1,0
